date,asset_i,asset_j,cov
2023-09-29,GLD,IEF,2.2351850885012156e-06
2023-09-29,GLD,TLT,2.577138254255131e-06
2023-09-29,GLD,TIP,1.6088838157727833e-06
2023-09-29,GLD,LQD,5.201570272431407e-06
2023-09-29,GLD,VNQ,1.266675329602698e-05
2023-09-29,GLD,GLD,7.648151835898478e-05
2023-09-29,GLD,DBC,1.2704566517517724e-05
2023-09-29,DBC,SPY,3.2073594449153655e-05
2023-09-29,DBC,VEA,2.782601365638722e-05
2023-09-29,DBC,EEM,4.1769313341563965e-05
2023-09-29,DBC,IEF,7.2112672809076456e-06
2023-09-29,DBC,TLT,1.3933628971359593e-05
2023-09-29,DBC,TIP,6.74812702417869e-06
2023-09-29,DBC,LQD,6.377502710640298e-06
2023-09-29,DBC,VNQ,4.627667259681881e-05
2023-09-29,DBC,GLD,1.2704566517517724e-05
2023-09-29,DBC,DBC,0.0001597232773723019
2023-10-31,SPY,SPY,0.00012950339798660463
2023-10-31,SPY,VEA,9.12561812005115e-05
2023-10-31,SPY,EEM,0.0001186656528621291
2023-10-31,SPY,IEF,-1.0565921835191141e-05
2023-10-31,SPY,TLT,-1.7995821120398444e-05
2023-10-31,SPY,TIP,-1.1579718475000239e-05
2023-10-31,SPY,LQD,2.6645682473027923e-05
2023-10-31,SPY,VNQ,2.954981990461054e-05
2023-10-31,SPY,GLD,2.3686028137506e-05
2023-10-31,SPY,DBC,3.2288560573289495e-05
2023-10-31,VEA,SPY,9.12561812005115e-05
2023-10-31,VEA,VEA,0.00011539422723423859
2023-10-31,VEA,EEM,0.00010985492485765474
2023-10-31,VEA,IEF,-9.8111850679947e-06
2023-10-31,VEA,TLT,-1.623169524257839e-05
2023-10-31,VEA,TIP,-1.0602870203602252e-05
2023-10-31,VEA,LQD,2.3376365022701228e-05
2023-10-31,VEA,VNQ,2.8357113316292442e-05
2023-10-31,VEA,GLD,2.6063461317233485e-05
2023-10-31,VEA,DBC,2.8757759992481154e-05
2023-10-31,EEM,SPY,0.0001186656528621291
2023-10-31,EEM,VEA,0.00010985492485765474
2023-10-31,EEM,EEM,0.00019227695027795383
2023-10-31,EEM,IEF,-1.1313609944836124e-05
2023-10-31,EEM,TLT,-1.765538949699971e-05
2023-10-31,EEM,TIP,-1.2625006208691417e-05
2023-10-31,EEM,LQD,3.135228553396611e-05
2023-10-31,EEM,VNQ,3.981637953118986e-05
2023-10-31,EEM,GLD,3.197258323710936e-05
2023-10-31,EEM,DBC,4.193883544357382e-05
2023-10-31,IEF,SPY,-1.0565921835191141e-05
2023-10-31,IEF,VEA,-9.8111850679947e-06
2023-10-31,IEF,EEM,-1.1313609944836124e-05
2023-10-31,IEF,IEF,1.949508978311738e-05
2023-10-31,IEF,TLT,2.3959749330563184e-05
2023-10-31,IEF,TIP,1.530797597948106e-05
2023-10-31,IEF,LQD,2.7998323997197508e-06
2023-10-31,IEF,VNQ,7.232943277690485e-06
2023-10-31,IEF,GLD,2.3878037524834185e-06
2023-10-31,IEF,DBC,6.907235251149669e-06
2023-10-31,TLT,SPY,-1.7995821120398444e-05
2023-10-31,TLT,VEA,-1.623169524257839e-05
2023-10-31,TLT,EEM,-1.765538949699971e-05
2023-10-31,TLT,IEF,2.3959749330563184e-05
2023-10-31,TLT,TLT,4.9413339975974953e-05
2023-10-31,TLT,TIP,2.5229446945766982e-05
2023-10-31,TLT,LQD,4.235088733165311e-06
2023-10-31,TLT,VNQ,1.1620483279830279e-05
2023-10-31,TLT,GLD,2.1601053982417027e-06
2023-10-31,TLT,DBC,1.3375192716645784e-05
2023-10-31,TIP,SPY,-1.1579718475000239e-05
2023-10-31,TIP,VEA,-1.0602870203602252e-05
2023-10-31,TIP,EEM,-1.2625006208691417e-05
2023-10-31,TIP,IEF,1.530797597948106e-05
2023-10-31,TIP,TLT,2.5229446945766982e-05
2023-10-31,TIP,TIP,2.0959263478879428e-05
2023-10-31,TIP,LQD,3.3289025742842255e-06
2023-10-31,TIP,VNQ,6.665503670937878e-06
2023-10-31,TIP,GLD,1.3780897104588565e-06
2023-10-31,TIP,DBC,6.585077138510449e-06
2023-10-31,LQD,SPY,2.6645682473027923e-05
2023-10-31,LQD,VEA,2.3376365022701228e-05
2023-10-31,LQD,EEM,3.135228553396611e-05
2023-10-31,LQD,IEF,2.7998323997197508e-06
2023-10-31,LQD,TLT,4.235088733165311e-06
2023-10-31,LQD,TIP,3.3289025742842255e-06
2023-10-31,LQD,LQD,3.020890934486454e-05
2023-10-31,LQD,VNQ,9.065941605495324e-06
2023-10-31,LQD,GLD,5.412959701547751e-06
2023-10-31,LQD,DBC,6.270194773411169e-06
2023-10-31,VNQ,SPY,2.954981990461054e-05
2023-10-31,VNQ,VEA,2.8357113316292442e-05
2023-10-31,VNQ,EEM,3.981637953118986e-05
2023-10-31,VNQ,IEF,7.232943277690485e-06
2023-10-31,VNQ,TLT,1.1620483279830279e-05
2023-10-31,VNQ,TIP,6.665503670937878e-06
2023-10-31,VNQ,LQD,9.065941605495324e-06
2023-10-31,VNQ,VNQ,0.00010327521947125142
2023-10-31,VNQ,GLD,1.3024264963488497e-05
2023-10-31,VNQ,DBC,4.649855169082178e-05
2023-10-31,GLD,SPY,2.3686028137506e-05
2023-10-31,GLD,VEA,2.6063461317233485e-05
2023-10-31,GLD,EEM,3.197258323710936e-05
2023-10-31,GLD,IEF,2.3878037524834185e-06
2023-10-31,GLD,TLT,2.1601053982417027e-06
2023-10-31,GLD,TIP,1.3780897104588565e-06
2023-10-31,GLD,LQD,5.412959701547751e-06
2023-10-31,GLD,VNQ,1.3024264963488497e-05
2023-10-31,GLD,GLD,7.595200705272319e-05
2023-10-31,GLD,DBC,1.3465348385420099e-05
2023-10-31,DBC,SPY,3.2288560573289495e-05
2023-10-31,DBC,VEA,2.8757759992481154e-05
2023-10-31,DBC,EEM,4.193883544357382e-05
2023-10-31,DBC,IEF,6.907235251149669e-06
2023-10-31,DBC,TLT,1.3375192716645784e-05
2023-10-31,DBC,TIP,6.585077138510449e-06
2023-10-31,DBC,LQD,6.270194773411169e-06
2023-10-31,DBC,VNQ,4.649855169082178e-05
2023-10-31,DBC,GLD,1.3465348385420099e-05
2023-10-31,DBC,DBC,0.0001586162903013577
2023-11-30,SPY,SPY,0.00012991639292182528
2023-11-30,SPY,VEA,9.037947441960955e-05
2023-11-30,SPY,EEM,0.00011675006685655368
2023-11-30,SPY,IEF,-1.0561726405967891e-05
2023-11-30,SPY,TLT,-1.7358931509749997e-05
2023-11-30,SPY,TIP,-1.1144426559040208e-05
2023-11-30,SPY,LQD,2.7246337029122163e-05
2023-11-30,SPY,VNQ,3.054216718296641e-05
2023-11-30,SPY,GLD,2.2270351699775306e-05
2023-11-30,SPY,DBC,3.220044461589695e-05
2023-11-30,VEA,SPY,9.037947441960955e-05
2023-11-30,VEA,VEA,0.00011370037188643948
2023-11-30,VEA,EEM,0.0001076162043502857
2023-11-30,VEA,IEF,-9.71645675257188e-06
2023-11-30,VEA,TLT,-1.5760395602363268e-05
2023-11-30,VEA,TIP,-1.0102976959064792e-05
2023-11-30,VEA,LQD,2.341750970188846e-05
2023-11-30,VEA,VNQ,2.8090597584938626e-05
2023-11-30,VEA,GLD,2.47809492101813e-05
2023-11-30,VEA,DBC,2.7715315338054078e-05
2023-11-30,EEM,SPY,0.00011675006685655368
2023-11-30,EEM,VEA,0.0001076162043502857
2023-11-30,EEM,EEM,0.00018760970183882988
2023-11-30,EEM,IEF,-1.1202629202582284e-05
2023-11-30,EEM,TLT,-1.7121252484200116e-05
2023-11-30,EEM,TIP,-1.1963380644087575e-05
2023-11-30,EEM,LQD,3.1461652867779785e-05
2023-11-30,EEM,VNQ,3.9242255560986024e-05
2023-11-30,EEM,GLD,2.9147760652157198e-05
2023-11-30,EEM,DBC,4.061454501837311e-05
2023-11-30,IEF,SPY,-1.0561726405967891e-05
2023-11-30,IEF,VEA,-9.71645675257188e-06
2023-11-30,IEF,EEM,-1.1202629202582284e-05
2023-11-30,IEF,IEF,1.954660293196975e-05
2023-11-30,IEF,TLT,2.38153893345611e-05
2023-11-30,IEF,TIP,1.52084689635201e-05
2023-11-30,IEF,LQD,2.6390264696049054e-06
2023-11-30,IEF,VNQ,7.401917451677695e-06
2023-11-30,IEF,GLD,2.5765308947030232e-06
2023-11-30,IEF,DBC,7.232078245358637e-06
2023-11-30,TLT,SPY,-1.7358931509749997e-05
2023-11-30,TLT,VEA,-1.5760395602363268e-05
2023-11-30,TLT,EEM,-1.7121252484200116e-05
2023-11-30,TLT,IEF,2.38153893345611e-05
2023-11-30,TLT,TLT,4.8939162628531546e-05
2023-11-30,TLT,TIP,2.49790869360622e-05
2023-11-30,TLT,LQD,4.209357604704305e-06
2023-11-30,TLT,VNQ,1.2093586161046512e-05
2023-11-30,TLT,GLD,2.2882725838818874e-06
2023-11-30,TLT,DBC,1.4189604528200015e-05
2023-11-30,TIP,SPY,-1.1144426559040208e-05
2023-11-30,TIP,VEA,-1.0102976959064792e-05
2023-11-30,TIP,EEM,-1.1963380644087575e-05
2023-11-30,TIP,IEF,1.52084689635201e-05
2023-11-30,TIP,TLT,2.49790869360622e-05
2023-11-30,TIP,TIP,2.0842598195096195e-05
2023-11-30,TIP,LQD,3.4451208335938823e-06
2023-11-30,TIP,VNQ,6.745488152248149e-06
2023-11-30,TIP,GLD,1.8337272982204137e-06
2023-11-30,TIP,DBC,6.940872251301916e-06
2023-11-30,LQD,SPY,2.7246337029122163e-05
2023-11-30,LQD,VEA,2.341750970188846e-05
2023-11-30,LQD,EEM,3.1461652867779785e-05
2023-11-30,LQD,IEF,2.6390264696049054e-06
2023-11-30,LQD,TLT,4.209357604704305e-06
2023-11-30,LQD,TIP,3.4451208335938823e-06
2023-11-30,LQD,LQD,3.075010000901533e-05
2023-11-30,LQD,VNQ,9.319742897295345e-06
2023-11-30,LQD,GLD,4.998209675743532e-06
2023-11-30,LQD,DBC,5.696935680179318e-06
2023-11-30,VNQ,SPY,3.054216718296641e-05
2023-11-30,VNQ,VEA,2.8090597584938626e-05
2023-11-30,VNQ,EEM,3.9242255560986024e-05
2023-11-30,VNQ,IEF,7.401917451677695e-06
2023-11-30,VNQ,TLT,1.2093586161046512e-05
2023-11-30,VNQ,TIP,6.745488152248149e-06
2023-11-30,VNQ,LQD,9.319742897295345e-06
2023-11-30,VNQ,VNQ,0.00010481499743630872
2023-11-30,VNQ,GLD,1.2699687020458593e-05
2023-11-30,VNQ,DBC,4.740185772024744e-05
2023-11-30,GLD,SPY,2.2270351699775306e-05
2023-11-30,GLD,VEA,2.47809492101813e-05
2023-11-30,GLD,EEM,2.9147760652157198e-05
2023-11-30,GLD,IEF,2.5765308947030232e-06
2023-11-30,GLD,TLT,2.2882725838818874e-06
2023-11-30,GLD,TIP,1.8337272982204137e-06
2023-11-30,GLD,LQD,4.998209675743532e-06
2023-11-30,GLD,VNQ,1.2699687020458593e-05
2023-11-30,GLD,GLD,7.509765993876708e-05
2023-11-30,GLD,DBC,1.3074319162642274e-05
2023-11-30,DBC,SPY,3.220044461589695e-05
2023-11-30,DBC,VEA,2.7715315338054078e-05
2023-11-30,DBC,EEM,4.061454501837311e-05
2023-11-30,DBC,IEF,7.232078245358637e-06
2023-11-30,DBC,TLT,1.4189604528200015e-05
2023-11-30,DBC,TIP,6.940872251301916e-06
2023-11-30,DBC,LQD,5.696935680179318e-06
2023-11-30,DBC,VNQ,4.740185772024744e-05
2023-11-30,DBC,GLD,1.3074319162642274e-05
2023-11-30,DBC,DBC,0.000159064826097564
2023-12-29,SPY,SPY,0.00013048427499031616
2023-12-29,SPY,VEA,9.090340095826355e-05
2023-12-29,SPY,EEM,0.00011768946617348926
2023-12-29,SPY,IEF,-1.0445245745182105e-05
2023-12-29,SPY,TLT,-1.696510668023719e-05
2023-12-29,SPY,TIP,-1.1009043237602666e-05
2023-12-29,SPY,LQD,2.77579472384325e-05
2023-12-29,SPY,VNQ,3.125090550001766e-05
2023-12-29,SPY,GLD,2.350458131601899e-05
2023-12-29,SPY,DBC,3.172103400144715e-05
2023-12-29,VEA,SPY,9.090340095826355e-05
2023-12-29,VEA,VEA,0.00011325856354603764
2023-12-29,VEA,EEM,0.00010761749717366825
2023-12-29,VEA,IEF,-9.800183837719964e-06
2023-12-29,VEA,TLT,-1.5716312778891627e-05
2023-12-29,VEA,TIP,-1.0231073306706152e-05
2023-12-29,VEA,LQD,2.39004547173398e-05
2023-12-29,VEA,VNQ,2.777710583735957e-05
2023-12-29,VEA,GLD,2.5205642938030947e-05
2023-12-29,VEA,DBC,2.630482521954019e-05
2023-12-29,EEM,SPY,0.00011768946617348926
2023-12-29,EEM,VEA,0.00010761749717366825
2023-12-29,EEM,EEM,0.00018676479790740358
2023-12-29,EEM,IEF,-1.1299377338931783e-05
2023-12-29,EEM,TLT,-1.7138113964311178e-05
2023-12-29,EEM,TIP,-1.2258905807014472e-05
2023-12-29,EEM,LQD,3.1983960823314386e-05
2023-12-29,EEM,VNQ,3.900572336880916e-05
2023-12-29,EEM,GLD,3.034864304117244e-05
2023-12-29,EEM,DBC,3.876718785440255e-05
2023-12-29,IEF,SPY,-1.0445245745182105e-05
2023-12-29,IEF,VEA,-9.800183837719964e-06
2023-12-29,IEF,EEM,-1.1299377338931783e-05
2023-12-29,IEF,IEF,1.9641220639187832e-05
2023-12-29,IEF,TLT,2.4128701686997728e-05
2023-12-29,IEF,TIP,1.5455118575959595e-05
2023-12-29,IEF,LQD,2.8847800927218873e-06
2023-12-29,IEF,VNQ,7.375160708784662e-06
2023-12-29,IEF,GLD,2.317298023478524e-06
2023-12-29,IEF,DBC,6.841851496882509e-06
2023-12-29,TLT,SPY,-1.696510668023719e-05
2023-12-29,TLT,VEA,-1.5716312778891627e-05
2023-12-29,TLT,EEM,-1.7138113964311178e-05
2023-12-29,TLT,IEF,2.4128701686997728e-05
2023-12-29,TLT,TLT,4.983893004400533e-05
2023-12-29,TLT,TIP,2.567345507550936e-05
2023-12-29,TLT,LQD,4.681491592506006e-06
2023-12-29,TLT,VNQ,1.2239607039484954e-05
2023-12-29,TLT,GLD,1.923754604776595e-06
2023-12-29,TLT,DBC,1.4372036430553409e-05
2023-12-29,TIP,SPY,-1.1009043237602666e-05
2023-12-29,TIP,VEA,-1.0231073306706152e-05
2023-12-29,TIP,EEM,-1.2258905807014472e-05
2023-12-29,TIP,IEF,1.5455118575959595e-05
2023-12-29,TIP,TLT,2.567345507550936e-05
2023-12-29,TIP,TIP,2.1376030942048826e-05
2023-12-29,TIP,LQD,3.8133281773430416e-06
2023-12-29,TIP,VNQ,6.71023907735789e-06
2023-12-29,TIP,GLD,1.6940932345479723e-06
2023-12-29,TIP,DBC,6.71324497650656e-06
2023-12-29,LQD,SPY,2.77579472384325e-05
2023-12-29,LQD,VEA,2.39004547173398e-05
2023-12-29,LQD,EEM,3.1983960823314386e-05
2023-12-29,LQD,IEF,2.8847800927218873e-06
2023-12-29,LQD,TLT,4.681491592506006e-06
2023-12-29,LQD,TIP,3.8133281773430416e-06
2023-12-29,LQD,LQD,3.09787335377291e-05
2023-12-29,LQD,VNQ,1.0141601200857996e-05
2023-12-29,LQD,GLD,5.082744868588154e-06
2023-12-29,LQD,DBC,5.668512100557729e-06
2023-12-29,VNQ,SPY,3.125090550001766e-05
2023-12-29,VNQ,VEA,2.777710583735957e-05
2023-12-29,VNQ,EEM,3.900572336880916e-05
2023-12-29,VNQ,IEF,7.375160708784662e-06
2023-12-29,VNQ,TLT,1.2239607039484954e-05
2023-12-29,VNQ,TIP,6.71023907735789e-06
2023-12-29,VNQ,LQD,1.0141601200857996e-05
2023-12-29,VNQ,VNQ,0.00010518275763461844
2023-12-29,VNQ,GLD,1.289348886294229e-05
2023-12-29,VNQ,DBC,4.7886724685436594e-05
2023-12-29,GLD,SPY,2.350458131601899e-05
2023-12-29,GLD,VEA,2.5205642938030947e-05
2023-12-29,GLD,EEM,3.034864304117244e-05
2023-12-29,GLD,IEF,2.317298023478524e-06
2023-12-29,GLD,TLT,1.923754604776595e-06
2023-12-29,GLD,TIP,1.6940932345479723e-06
2023-12-29,GLD,LQD,5.082744868588154e-06
2023-12-29,GLD,VNQ,1.289348886294229e-05
2023-12-29,GLD,GLD,7.520741342715881e-05
2023-12-29,GLD,DBC,1.4063082607590569e-05
2023-12-29,DBC,SPY,3.172103400144715e-05
2023-12-29,DBC,VEA,2.630482521954019e-05
2023-12-29,DBC,EEM,3.876718785440255e-05
2023-12-29,DBC,IEF,6.841851496882509e-06
2023-12-29,DBC,TLT,1.4372036430553409e-05
2023-12-29,DBC,TIP,6.71324497650656e-06
2023-12-29,DBC,LQD,5.668512100557729e-06
2023-12-29,DBC,VNQ,4.7886724685436594e-05
2023-12-29,DBC,GLD,1.4063082607590569e-05
2023-12-29,DBC,DBC,0.00015649896053439684
2024-01-31,SPY,SPY,0.0001293956148915648
2024-01-31,SPY,VEA,9.020079045358599e-05
2024-01-31,SPY,EEM,0.00011711101670472263
2024-01-31,SPY,IEF,-9.9023958768171e-06
2024-01-31,SPY,TLT,-1.6193532072206405e-05
2024-01-31,SPY,TIP,-1.038442170236346e-05
2024-01-31,SPY,LQD,2.797573521377388e-05
2024-01-31,SPY,VNQ,3.0792782438125514e-05
2024-01-31,SPY,GLD,2.2815991530337644e-05
2024-01-31,SPY,DBC,3.245008691468836e-05
2024-01-31,VEA,SPY,9.020079045358599e-05
2024-01-31,VEA,VEA,0.00011325821738559033
2024-01-31,VEA,EEM,0.00010713496558675145
2024-01-31,VEA,IEF,-9.98301183135846e-06
2024-01-31,VEA,TLT,-1.6071425463724706e-05
2024-01-31,VEA,TIP,-1.0303438935881078e-05
2024-01-31,VEA,LQD,2.3687161204370486e-05
2024-01-31,VEA,VNQ,2.713846964640799e-05
2024-01-31,VEA,GLD,2.459590519994262e-05
2024-01-31,VEA,DBC,2.6638425222544145e-05
2024-01-31,EEM,SPY,0.00011711101670472263
2024-01-31,EEM,VEA,0.00010713496558675145
2024-01-31,EEM,EEM,0.00018666675814805794
2024-01-31,EEM,IEF,-1.1505173468673713e-05
2024-01-31,EEM,TLT,-1.7400614845276915e-05
2024-01-31,EEM,TIP,-1.2122383153753146e-05
2024-01-31,EEM,LQD,3.191427603131712e-05
2024-01-31,EEM,VNQ,3.786767819973753e-05
2024-01-31,EEM,GLD,2.904682464543449e-05
2024-01-31,EEM,DBC,3.7633374366339805e-05
2024-01-31,IEF,SPY,-9.9023958768171e-06
2024-01-31,IEF,VEA,-9.98301183135846e-06
2024-01-31,IEF,EEM,-1.1505173468673713e-05
2024-01-31,IEF,IEF,1.9531746549780213e-05
2024-01-31,IEF,TLT,2.4111146136323745e-05
2024-01-31,IEF,TIP,1.543440163318483e-05
2024-01-31,IEF,LQD,2.9574603221508993e-06
2024-01-31,IEF,VNQ,7.186691160776455e-06
2024-01-31,IEF,GLD,2.519736457899987e-06
2024-01-31,IEF,DBC,6.487276282397937e-06
2024-01-31,TLT,SPY,-1.6193532072206405e-05
2024-01-31,TLT,VEA,-1.6071425463724706e-05
2024-01-31,TLT,EEM,-1.7400614845276915e-05
2024-01-31,TLT,IEF,2.4111146136323745e-05
2024-01-31,TLT,TLT,4.968240863759423e-05
2024-01-31,TLT,TIP,2.5778269760759476e-05
2024-01-31,TLT,LQD,5.0532369124645775e-06
2024-01-31,TLT,VNQ,1.1795509208155925e-05
2024-01-31,TLT,GLD,1.6532866017528635e-06
2024-01-31,TLT,DBC,1.3683410374142836e-05
2024-01-31,TIP,SPY,-1.038442170236346e-05
2024-01-31,TIP,VEA,-1.0303438935881078e-05
2024-01-31,TIP,EEM,-1.2122383153753146e-05
2024-01-31,TIP,IEF,1.543440163318483e-05
2024-01-31,TIP,TLT,2.5778269760759476e-05
2024-01-31,TIP,TIP,2.141261280506979e-05
2024-01-31,TIP,LQD,4.069713534536213e-06
2024-01-31,TIP,VNQ,6.557657413535425e-06
2024-01-31,TIP,GLD,1.812895755389293e-06
2024-01-31,TIP,DBC,6.784205482017261e-06
2024-01-31,LQD,SPY,2.797573521377388e-05
2024-01-31,LQD,VEA,2.3687161204370486e-05
2024-01-31,LQD,EEM,3.191427603131712e-05
2024-01-31,LQD,IEF,2.9574603221508993e-06
2024-01-31,LQD,TLT,5.0532369124645775e-06
2024-01-31,LQD,TIP,4.069713534536213e-06
2024-01-31,LQD,LQD,3.145139912742282e-05
2024-01-31,LQD,VNQ,9.660183173089277e-06
2024-01-31,LQD,GLD,4.745262404397942e-06
2024-01-31,LQD,DBC,6.1274710831369335e-06
2024-01-31,VNQ,SPY,3.0792782438125514e-05
2024-01-31,VNQ,VEA,2.713846964640799e-05
2024-01-31,VNQ,EEM,3.786767819973753e-05
2024-01-31,VNQ,IEF,7.186691160776455e-06
2024-01-31,VNQ,TLT,1.1795509208155925e-05
2024-01-31,VNQ,TIP,6.557657413535425e-06
2024-01-31,VNQ,LQD,9.660183173089277e-06
2024-01-31,VNQ,VNQ,0.00010353928774635372
2024-01-31,VNQ,GLD,1.1904693333379446e-05
2024-01-31,VNQ,DBC,4.655975025444518e-05
2024-01-31,GLD,SPY,2.2815991530337644e-05
2024-01-31,GLD,VEA,2.459590519994262e-05
2024-01-31,GLD,EEM,2.904682464543449e-05
2024-01-31,GLD,IEF,2.519736457899987e-06
2024-01-31,GLD,TLT,1.6532866017528635e-06
2024-01-31,GLD,TIP,1.812895755389293e-06
2024-01-31,GLD,LQD,4.745262404397942e-06
2024-01-31,GLD,VNQ,1.1904693333379446e-05
2024-01-31,GLD,GLD,7.545618684433371e-05
2024-01-31,GLD,DBC,1.2735165183961984e-05
2024-01-31,DBC,SPY,3.245008691468836e-05
2024-01-31,DBC,VEA,2.6638425222544145e-05
2024-01-31,DBC,EEM,3.7633374366339805e-05
2024-01-31,DBC,IEF,6.487276282397937e-06
2024-01-31,DBC,TLT,1.3683410374142836e-05
2024-01-31,DBC,TIP,6.784205482017261e-06
2024-01-31,DBC,LQD,6.1274710831369335e-06
2024-01-31,DBC,VNQ,4.655975025444518e-05
2024-01-31,DBC,GLD,1.2735165183961984e-05
2024-01-31,DBC,DBC,0.0001527227221968691
2024-02-29,SPY,SPY,0.00012894803738569294
2024-02-29,SPY,VEA,9.055466283965213e-05
2024-02-29,SPY,EEM,0.00011803298533098939
2024-02-29,SPY,IEF,-9.719397309957921e-06
2024-02-29,SPY,TLT,-1.585037956877292e-05
2024-02-29,SPY,TIP,-1.0705295165422047e-05
2024-02-29,SPY,LQD,2.7732856976339204e-05
2024-02-29,SPY,VNQ,3.14946596060505e-05
2024-02-29,SPY,GLD,2.399392650088288e-05
2024-02-29,SPY,DBC,3.374036953323156e-05
2024-02-29,VEA,SPY,9.055466283965213e-05
2024-02-29,VEA,VEA,0.00011376317142789955
2024-02-29,VEA,EEM,0.00010813592231953801
2024-02-29,VEA,IEF,-1.0054435809973691e-05
2024-02-29,VEA,TLT,-1.6042613827988184e-05
2024-02-29,VEA,TIP,-1.0342799779187195e-05
2024-02-29,VEA,LQD,2.3638464149941588e-05
2024-02-29,VEA,VNQ,2.888161509802473e-05
2024-02-29,VEA,GLD,2.419795181378499e-05
2024-02-29,VEA,DBC,2.9499721673489302e-05
2024-02-29,EEM,SPY,0.00011803298533098939
2024-02-29,EEM,VEA,0.00010813592231953801
2024-02-29,EEM,EEM,0.00018701903761796857
2024-02-29,EEM,IEF,-1.1889632128287846e-05
2024-02-29,EEM,TLT,-1.7976494025823473e-05
2024-02-29,EEM,TIP,-1.2430129606931193e-05
2024-02-29,EEM,LQD,3.201407817845372e-05
2024-02-29,EEM,VNQ,3.896743885035621e-05
2024-02-29,EEM,GLD,2.9575705359816265e-05
2024-02-29,EEM,DBC,3.993032823576249e-05
2024-02-29,IEF,SPY,-9.719397309957921e-06
2024-02-29,IEF,VEA,-1.0054435809973691e-05
2024-02-29,IEF,EEM,-1.1889632128287846e-05
2024-02-29,IEF,IEF,1.9358277502309167e-05
2024-02-29,IEF,TLT,2.3910696596374923e-05
2024-02-29,IEF,TIP,1.526495140007694e-05
2024-02-29,IEF,LQD,2.8466773241531636e-06
2024-02-29,IEF,VNQ,6.550399234323237e-06
2024-02-29,IEF,GLD,2.547202476999829e-06
2024-02-29,IEF,DBC,5.570403191446866e-06
2024-02-29,TLT,SPY,-1.585037956877292e-05
2024-02-29,TLT,VEA,-1.6042613827988184e-05
2024-02-29,TLT,EEM,-1.7976494025823473e-05
2024-02-29,TLT,IEF,2.3910696596374923e-05
2024-02-29,TLT,TLT,4.9276501065213356e-05
2024-02-29,TLT,TIP,2.5576375279071765e-05
2024-02-29,TLT,LQD,4.938519614884283e-06
2024-02-29,TLT,VNQ,1.067312511343666e-05
2024-02-29,TLT,GLD,1.816964506021737e-06
2024-02-29,TLT,DBC,1.232902688748222e-05
2024-02-29,TIP,SPY,-1.0705295165422047e-05
2024-02-29,TIP,VEA,-1.0342799779187195e-05
2024-02-29,TIP,EEM,-1.2430129606931193e-05
2024-02-29,TIP,IEF,1.526495140007694e-05
2024-02-29,TIP,TLT,2.5576375279071765e-05
2024-02-29,TIP,TIP,2.1190964068174452e-05
2024-02-29,TIP,LQD,4.028773971076206e-06
2024-02-29,TIP,VNQ,5.868863054915495e-06
2024-02-29,TIP,GLD,1.7500324397873506e-06
2024-02-29,TIP,DBC,5.616261869441985e-06
2024-02-29,LQD,SPY,2.7732856976339204e-05
2024-02-29,LQD,VEA,2.3638464149941588e-05
2024-02-29,LQD,EEM,3.201407817845372e-05
2024-02-29,LQD,IEF,2.8466773241531636e-06
2024-02-29,LQD,TLT,4.938519614884283e-06
2024-02-29,LQD,TIP,4.028773971076206e-06
2024-02-29,LQD,LQD,3.14313149956783e-05
2024-02-29,LQD,VNQ,9.784617147088597e-06
2024-02-29,LQD,GLD,4.795015516297959e-06
2024-02-29,LQD,DBC,6.727200537925525e-06
2024-02-29,VNQ,SPY,3.14946596060505e-05
2024-02-29,VNQ,VEA,2.888161509802473e-05
2024-02-29,VNQ,EEM,3.896743885035621e-05
2024-02-29,VNQ,IEF,6.550399234323237e-06
2024-02-29,VNQ,TLT,1.067312511343666e-05
2024-02-29,VNQ,TIP,5.868863054915495e-06
2024-02-29,VNQ,LQD,9.784617147088597e-06
2024-02-29,VNQ,VNQ,0.00010506097292837042
2024-02-29,VNQ,GLD,1.201433176638049e-05
2024-02-29,VNQ,DBC,4.775618846687769e-05
2024-02-29,GLD,SPY,2.399392650088288e-05
2024-02-29,GLD,VEA,2.419795181378499e-05
2024-02-29,GLD,EEM,2.9575705359816265e-05
2024-02-29,GLD,IEF,2.547202476999829e-06
2024-02-29,GLD,TLT,1.816964506021737e-06
2024-02-29,GLD,TIP,1.7500324397873506e-06
2024-02-29,GLD,LQD,4.795015516297959e-06
2024-02-29,GLD,VNQ,1.201433176638049e-05
2024-02-29,GLD,GLD,7.723759621168983e-05
2024-02-29,GLD,DBC,1.277132433218591e-05
2024-02-29,DBC,SPY,3.374036953323156e-05
2024-02-29,DBC,VEA,2.9499721673489302e-05
2024-02-29,DBC,EEM,3.993032823576249e-05
2024-02-29,DBC,IEF,5.570403191446866e-06
2024-02-29,DBC,TLT,1.232902688748222e-05
2024-02-29,DBC,TIP,5.616261869441985e-06
2024-02-29,DBC,LQD,6.727200537925525e-06
2024-02-29,DBC,VNQ,4.775618846687769e-05
2024-02-29,DBC,GLD,1.277132433218591e-05
2024-02-29,DBC,DBC,0.0001531598407934121
2024-03-29,SPY,SPY,0.0001300365347629077
2024-03-29,SPY,VEA,9.126914929917835e-05
2024-03-29,SPY,EEM,0.00012025665803198544
2024-03-29,SPY,IEF,-1.0434698517888451e-05
2024-03-29,SPY,TLT,-1.6970350303915014e-05
2024-03-29,SPY,TIP,-1.1593171264701823e-05
